index,formula,MXene,H_MXene,RM1,EM1,AM1,VM1,IPM1,RX,EX,AX,VX,IPX,RT,ET,AT,VT,IPT,RM2,EM2,AM2,VM2,IPM2,RM1-RM2,RT-RM1,RT-RM2,(RM1-M2)/(RM1+RM2)/2,EX-EM1,EX-EM2,ET-EM1,ET-EM2,EM1-EM2,d_avg,d_diff,(ET-EM1)/(RM1+RT),(ET-EM2)/(RM2+RT),(EX-EM1)/(RM1+RX),(EX-EM2)/(RM2+RX),COM_M1,COM_M2,RM_avg,EM_avg,P_diff,G_diff,ET-EM_avg,pT-d_avg,VEC,IP_avg,mM_avg,RM1/M2,EM1/M2,AM1/M2,VM1/M2,IPM1/M2,X_AN,X_PNME,X_DNME,X_SZaME/(SZaME)max,X_REaME/(REaME)max,X_PNMD,X_SZaMD/(SZaMD)max,X_REaMD/(REaMD)max,T_AN,T_PNME,T_DNME,T_SZaME/(SZaME)max,T_REaME/(REaME)max,T_PNMD,T_SZaMD/(SZaMD)max,T_REaMD/(REaMD)max,M2_AN,M2_PNME,M2_DNME,M2_SZaME/(SZaME)max,M2_REaME/(REaME)max,M2_PNMD,M2_SZaMD/(SZaMD)max,M2_REaMD/(REaMD)max,M1_AN,M1_PNME,M1_DNME,M1_SZaME/(SZaME)max,M1_REaME/(REaME)max,M1_PNMD,M1_SZaMD/(SZaMD)max,M1_REaMD/(REaMD)max,A,d_T-M1,d_T-X,d_M1_X,X_bader,T1_bader,T2_bader,M2_bader,M1_bader,WF_bottom(eV),WF_top(eV),WF_diff,WF_avg,d_H_M1,d_H_T,e_dpz,e_d(M1),e_d(M2),E_pz_T,E_d_M1,E_d_M2,Formation_Energy_eV_per_atom,E_above_hull_eV_per_atom,Delta_G_eV
276,ZrScNS2,AA,m1,1.55,1.33,0.433289,12,6.634126,0.65,3.04,-0.07,5,14.53413,1,2.58,2.077104512,6,10.36001,1.6,1.36,0.1882,11,6.56149,-0.05,-0.55,-0.6,-0.007936508,1.71,1.68,1.25,1.22,-0.03,1.5,1,0.490196078,0.469230769,0.777272727,0.746666667,0.630661621,0.628434066,1.575,1.345,1,1,1.235,2.5,4.8,6.597808,68.089956,0.96875,0.977941176,2.30227949,1.090909091,1.011070047,7,94,8,0.1473,0.81216,93,0.14784,0.79901,16,101,9,0.1781,0.67171,100,0.17899,0.65995,21,14,105,0.6303,0.1898,11,0.64709,0.18255,40,47,68,0.50364,0.23753,44,0.51595,0.22894,3.46598552,2.546321252,3.367354913,2.2998966,1.776765,0.976337,1.026574,-1.708544,-2.071132,6.287686,6.026761667,-0.260924333,6.157223833,3.584532256,1.347636146,-1.613533391,1.38174337,2.579058391,-2.482893338,0.956906212,2.135849653,-1.54624,0.278877,0.873588
497,CrMnCCl2,AA,x,1.4,1.66,0.6758412,12,6.76651,0.7,2.55,1.262113612,4,11.260288,1,3.16,3.61272528,7,12.967633,1.4,1.55,-0.52,13,7.434038,0,-0.4,-0.4,0,0.89,1,1.5,1.61,0.11,5,0,0.625,0.670833333,0.423809524,0.476190476,1.474719101,1.40875,1.4,1.605,0,1,1.555,0,6.2,7.100274,53.4670725,1,1.070967742,-1.299694615,0.923076923,0.910206539,6,88,12,0.15167,0.78879,87,0.15208,0.77673,17,107,6,0.16265,0.73553,107,0.1606,0.73553,25,58,52,0.3851,0.31065,55,0.39497,0.29907,24,54,56,0.40019,0.29894,51,0.41024,0.28794,3.180129353,2.482588683,3.114139706,2.020881723,1.327792,0.51886,0.508665,-1.092849,-1.262469,5.231019,5.382570333,0.151551333,5.306794667,2.801938255,1.772902445,-3.328261939,-0.7123686,-1.628888783,-3.913111318,1.619643646,0.24572057,-0.434414,0.279937,1.628569
148,MnCrCCl2,AA,x,1.4,1.55,-0.52,13,7.434038,0.7,2.55,1.262113612,4,11.260288,1,3.16,3.61272528,7,12.967633,1.4,1.66,0.6758412,12,6.76651,0,-0.4,-0.4,0,1,0.89,1.61,1.5,-0.11,5,0,0.670833333,0.625,0.476190476,0.423809524,1.40875,1.474719101,1.4,1.605,0,1,1.555,0,6.2,7.100274,53.4670725,1,0.93373494,-0.769411513,1.083333333,1.098651742,6,88,12,0.15167,0.78879,87,0.15208,0.77673,17,107,6,0.16265,0.73553,107,0.1606,0.73553,24,54,56,0.40019,0.29894,51,0.41024,0.28794,25,58,52,0.3851,0.31065,55,0.39497,0.29907,3.18059196,2.441060665,3.114650544,2.123874208,1.324116,0.527306,0.528726,-1.273868,-1.106282,5.382743333,5.228303667,-0.154439667,5.3055235,2.756611582,1.785281916,-3.322112669,-1.627955782,-0.712346992,-3.297630558,0.597693469,0.666885583,-0.434411,0.27994,1.661996
385,ScMoCCl2,AA,bridge,1.6,1.36,0.1882,11,6.56149,0.7,2.55,1.262113612,4,11.260288,1,3.16,3.61272528,7,12.967633,1.45,2.16,0.74733,14,7.09243,0.15,-0.6,-0.45,0.024590164,1.19,0.39,1.8,1,-0.8,3,4,0.692307692,0.408163265,0.517391304,0.181395349,1.338073691,2.250130822,1.525,1.76,1,3,1.4,2,5.4,6.82696,70.447956,1.103448276,0.62962963,0.251829848,0.785714286,0.925139903,6,88,12,0.15167,0.78879,87,0.15208,0.77673,17,107,6,0.16265,0.73553,107,0.1606,0.73553,42,55,61,0.46178,0.25907,52,0.47342,0.24951,21,14,105,0.6303,0.1898,11,0.64709,0.18255,3.310482258,2.566313452,3.353309959,2.293943935,1.646346,0.678923,0.578289,-1.273051,-1.630506,4.682514,5.128212,0.445698,4.905363,2.481616813,1.561503558,-3.603814958,2.7758669,-0.183584367,-4.324513134,2.232455251,-0.392422422,-1.019607,0.280337,1.854275
572,YZrNF2,AB,m2,1.8,1.22,0.30712,11,6.21726,0.65,3.04,-0.07,5,14.53413,0.5,3.98,3.401189824,7,17.42282,1.55,1.33,0.433289,12,6.634126,0.25,-1.3,-1.05,0.037313433,1.82,1.71,2.76,2.65,-0.11,1.5,1,1.2,1.292682927,0.742857143,0.777272727,1.615384615,1.663100842,1.675,1.275,0,1,2.705,3.5,5.2,6.425693,90.064925,1.161290323,0.917293233,0.708810978,0.916666667,0.937163388,7,94,8,0.1473,0.81216,93,0.14784,0.79901,9,106,3,0.13207,0.90585,106,0.1304,0.90585,40,47,68,0.50364,0.23753,44,0.51595,0.22894,39,15,108,0.74258,0.1611,12,0.76224,0.15497,3.284830303,2.31706193,2.671763809,2.301853436,1.875406,0.807462,0.77434,-1.620638,-1.836569,3.64986,3.213434667,-0.436425333,3.431647333,3.502654225,2.893976758,-6.88195331,0.226785022,0.876838895,-6.89513311,0.177537942,0.849857413,-2.650764,0.280895,2.191701
269,ZrYNF2,BA,m2,1.55,1.33,0.433289,12,6.634126,0.65,3.04,-0.07,5,14.53413,0.5,3.98,3.401189824,7,17.42282,1.8,1.22,0.30712,11,6.21726,-0.25,-1.05,-1.3,-0.037313433,1.71,1.82,2.65,2.76,0.11,1.5,1,1.292682927,1.2,0.777272727,0.742857143,1.663100842,1.615384615,1.675,1.275,0,1,2.705,3.5,5.2,6.425693,90.064925,0.861111111,1.090163934,1.410813363,1.090909091,1.067049794,7,94,8,0.1473,0.81216,93,0.14784,0.79901,9,106,3,0.13207,0.90585,106,0.1304,0.90585,39,15,108,0.74258,0.1611,12,0.76224,0.15497,40,47,68,0.50364,0.23753,44,0.51595,0.22894,3.284711051,2.32559682,2.671791545,2.31385231,1.875492,0.807829,0.778774,-1.838107,-1.623987,3.220897667,3.655771,0.434873333,3.438334333,1.868181203,2.280369959,-6.880771422,0.890464075,0.223593789,-6.074440905,1.549154845,1.005445996,-2.650764,0.280895,2.289577
128,MoVNCl2,AA,x,1.45,2.16,0.74733,14,7.09243,0.65,3.04,-0.07,5,14.53413,1,3.16,3.61272528,7,12.967633,1.35,1.63,0.527662,13,6.746187,0.1,-0.45,-0.35,0.017857143,0.88,1.41,1,1.53,0.53,4,2,0.408163265,0.65106383,0.419047619,0.705,0.974025974,0.923494794,1.4,1.895,1,1,1.265,1,6,6.9193085,73.44075,1.074074074,1.325153374,1.416304377,1.076923077,1.051324252,7,94,8,0.1473,0.81216,93,0.14784,0.79901,17,107,6,0.16265,0.73553,107,0.1606,0.73553,23,50,60,0.41533,0.28804,47,0.42558,0.27756,42,55,61,0.46178,0.25907,52,0.47342,0.24951,3.259708591,2.586824102,3.068844834,2.169031183,1.451384,0.560229,0.553592,-1.391657,-1.173549,4.751614,4.263292,-0.488322,4.507453,4.477156408,2.962089949,-4.050144965,-0.640124558,-0.086676989,-4.112145876,-0.637441058,-0.083862102,-0.790202,0.281995,2.196826
363,VCrNBr2,AA,x,1.35,1.63,0.527662,13,6.746187,0.65,3.04,-0.07,5,14.53413,1.15,2.96,3.3635883,7,11.81381,1.4,1.66,0.6758412,12,6.76651,-0.05,-0.2,-0.25,-0.009090909,1.41,1.38,1.33,1.3,-0.03,4,2,0.532,0.509803922,0.705,0.673170732,0.754609929,0.75731742,1.375,1.645,0,1,1.315,1,6,6.7563485,51.4688,0.964285714,0.981927711,0.780748495,1.083333333,0.996996531,7,94,8,0.1473,0.81216,93,0.14784,0.79901,35,108,10,0.19779,0.60484,108,0.1953,0.60484,24,54,56,0.40019,0.29894,51,0.41024,0.28794,23,50,60,0.41533,0.28804,47,0.42558,0.27756,3.28373441,2.62985766,3.24453753,2.103748365,1.485742,0.514607,0.433058,-1.068884,-1.364525,4.167559,3.894584,-0.272975,4.0310715,3.383071157,2.119714706,-3.411374529,-0.214253124,-0.554865198,-3.81943755,0.293827075,-0.75407257,-0.676836,0.28223,2.103694
24,Mo2NF2,AA,m2,1.45,2.16,0.74733,14,7.09243,0.65,3.04,-0.07,5,14.53413,0.5,3.98,3.401189824,7,17.42282,1.45,2.16,0.74733,14,7.09243,0,-0.95,-0.95,0,0.88,0.88,1.82,1.82,0,5,0,0.933333333,0.933333333,0.419047619,0.419047619,2.227272727,2.227272727,1.45,2.16,0,0,1.82,0,6.2,7.09243,95.94,1,1,1,1,1,7,94,8,0.1473,0.81216,93,0.14784,0.79901,9,106,3,0.13207,0.90585,106,0.1304,0.90585,42,55,61,0.46178,0.25907,52,0.47342,0.24951,42,55,61,0.46178,0.25907,52,0.47342,0.24951,3.260640546,2.306128425,2.937879333,2.096827403,1.390437,0.733364,0.732192,-1.438298,-1.417691,4.678892667,4.678317,-0.000575667,4.678604833,1.722661999,2.291031595,-5.605070287,-0.751204494,-0.751204494,-5.652780883,-0.833699137,-0.833699137,-1.079861,0.285948,0.654467
64,WMnCS2,AA,bridge,1.35,2.36,0.816268,14,7.86403,0.7,2.55,1.262113612,4,11.260288,1,2.58,2.077104512,6,10.36001,1.4,1.55,-0.52,13,7.434038,-0.05,-0.35,-0.4,-0.009090909,0.19,1,0.22,1.03,0.81,4.5,1,0.093617021,0.429166667,0.092682927,0.476190476,1.010078387,0.90125,1.375,1.955,2,1,0.625,0.5,5.8,7.649034,119.3890225,0.964285714,1.522580645,-1.569746154,1.076923077,1.057840974,6,88,12,0.15167,0.78879,87,0.15208,0.77673,16,101,9,0.1781,0.67171,100,0.17899,0.65995,25,58,52,0.3851,0.31065,55,0.39497,0.29907,74,56,66,0.52343,0.22855,53,0.5367,0.22009,3.194248087,2.459928859,2.893067135,2.176973064,1.342943,0.682691,0.426703,-0.939229,-1.51311,5.795279667,5.046791333,-0.748488333,5.4210355,2.713687055,1.651025512,-1.512732906,-0.045775479,-1.277328233,-1.690559866,-0.031852019,-0.073251362,-0.232286,0.286557,1.43942
534,ZrCrCSe2,AB,bridge,1.55,1.33,0.433289,12,6.634126,0.7,2.55,1.262113612,4,11.260288,1.15,2.55,2.020604712,6,9.752392,1.4,1.66,0.6758412,12,6.76651,0.15,-0.4,-0.25,0.025423729,1.22,0.89,1.22,0.89,-0.33,3.5,3,0.451851852,0.349019608,0.542222222,0.423809524,0.833333333,0.823529412,1.475,1.495,1,2,1.055,0.5,5.2,6.700318,71.61005,1.107142857,0.801204819,0.641110663,1,0.980435409,6,88,12,0.15167,0.78879,87,0.15208,0.77673,34,102,14,0.21954,0.54493,101,0.22068,0.53528,24,54,56,0.40019,0.29894,51,0.41024,0.28794,40,47,68,0.50364,0.23753,44,0.51595,0.22894,3.272325754,2.679734916,2.621275571,2.297161401,1.631858,0.715358,0.369252,-1.017063,-1.699404,4.739128667,5.568626333,0.829497667,5.1538775,2.142277933,1.732036957,-1.834365372,1.557541115,-0.334468994,-2.042616192,1.243225311,-0.408511737,-0.570301,0.288038,0.44001
47,CrHfCS2,BA,x,1.4,1.66,0.6758412,12,6.76651,0.7,2.55,1.262113612,4,11.260288,1,2.58,2.077104512,6,10.36001,1.55,1.3,0.17807,10,6.82507,-0.15,-0.4,-0.55,-0.025423729,0.89,1.25,0.92,1.28,0.36,3.5,3,0.383333333,0.501960784,0.423809524,0.555555556,0.904494382,0.903529412,1.475,1.48,2,2,1.1,0.5,5.2,6.79579,115.24305,0.903225806,1.276923077,3.795368114,1.2,0.991419868,6,88,12,0.15167,0.78879,87,0.15208,0.77673,16,101,9,0.1781,0.67171,100,0.17899,0.65995,72,48,71,0.57475,0.20815,45,0.58884,0.2006,24,54,56,0.40019,0.29894,51,0.41024,0.28794,3.208344707,2.343184397,2.50802571,2.140662032,1.587243,0.868076,0.525954,-1.827195,-1.154077,6.049313333,5.398776,-0.650537333,5.724044667,3.239253821,1.375123675,-1.553840235,-0.218499324,2.133750491,-1.884924105,-0.18075165,1.869241432,-0.702459,0.289229,0.64104
280,MnTaCF2,AB,x,1.4,1.55,-0.52,13,7.434038,0.7,2.55,1.262113612,4,11.260288,0.5,3.98,3.401189824,7,17.42282,1.45,1.5,0.32312,11,7.549571,-0.05,-0.9,-0.95,-0.00877193,1,1.05,2.43,2.48,0.05,4,2,1.278947368,1.271794872,0.476190476,0.488372093,2.685789474,2.604151404,1.425,1.525,2,2,2.455,1,6,7.4918045,117.9429625,0.965517241,1.033333333,-1.609309235,1.181818182,0.984696746,6,88,12,0.15167,0.78879,87,0.15208,0.77673,9,106,3,0.13207,0.90585,106,0.1304,0.90585,73,52,69,0.54867,0.21804,49,0.56231,0.21007,25,58,52,0.3851,0.31065,55,0.39497,0.29907,3.051502651,2.123308283,2.671741535,2.129903664,1.571842,0.727072,0.733912,-1.642772,-1.390052,4.122230667,5.890779333,1.768548667,5.006505,3.961903729,2.94877302,-5.794348617,-2.419048129,0.602620297,-5.709778022,1.020413825,0.663504493,-1.366543,0.289577,2.202774
373,WHfCCl2,AA,m2,1.35,2.36,0.816268,14,7.86403,0.7,2.55,1.262113612,4,11.260288,1,3.16,3.61272528,7,12.967633,1.55,1.3,0.17807,10,6.82507,-0.2,-0.35,-0.55,-0.034482759,0.19,1.25,0.8,1.86,1.06,3,2,0.340425532,0.729411765,0.092682927,0.555555556,3.673012318,1.312941176,1.45,1.83,0,2,1.33,2,5.6,7.34455,181.165,0.870967742,1.815384615,4.583972595,1.4,1.15222701,6,88,12,0.15167,0.78879,87,0.15208,0.77673,17,107,6,0.16265,0.73553,107,0.1606,0.73553,72,48,71,0.57475,0.20815,45,0.58884,0.2006,74,56,66,0.52343,0.22855,53,0.5367,0.22009,3.372503063,2.660974718,3.351856095,2.151221331,1.747353,0.589769,0.676187,-1.765171,-1.248138,3.864744,4.296171333,0.431427333,4.080457667,4.214494143,3.081287652,-4.676944532,-0.468927135,0.658903268,-4.982900013,-0.343626485,0.479018159,-0.869529,0.290369,2.193675
51,HfCrCS2,AB,bridge,1.55,1.3,0.17807,10,6.82507,0.7,2.55,1.262113612,4,11.260288,1,2.58,2.077104512,6,10.36001,1.4,1.66,0.6758412,12,6.76651,0.15,-0.55,-0.4,0.025423729,1.25,0.89,1.28,0.92,-0.36,3.5,3,0.501960784,0.383333333,0.555555556,0.423809524,0.903529412,0.904494382,1.475,1.48,2,2,1.1,0.5,5.2,6.79579,115.24305,1.107142857,0.78313253,0.263479054,0.833333333,1.008654388,6,88,12,0.15167,0.78879,87,0.15208,0.77673,16,101,9,0.1781,0.67171,100,0.17899,0.65995,24,54,56,0.40019,0.29894,51,0.41024,0.28794,72,48,71,0.57475,0.20815,45,0.58884,0.2006,3.207691771,2.488303114,2.507358329,2.278522738,1.594175,0.866746,0.502955,-1.138278,-1.825596,5.408390667,6.05925,0.650859333,5.733820333,2.137084962,1.631195883,-1.555061567,2.132542423,-0.218829786,-1.934890016,1.812388879,-0.25570919,-0.70078,0.290909,0.352485
3,YHfCF2,AA,m2,1.8,1.22,0.30712,11,6.21726,0.7,2.55,1.262113612,4,11.260288,0.5,3.98,3.401189824,7,17.42282,1.55,1.3,0.17807,10,6.82507,0.25,-1.3,-1.05,0.037313433,1.33,1.25,2.76,2.68,-0.08,1.5,1,1.2,1.307317073,0.532,0.555555556,2.255639098,2.353170732,1.675,1.26,1,1,2.72,3.5,5,6.521165,133.697925,1.161290323,0.938461538,1.724715,1.1,0.910944503,6,88,12,0.15167,0.78879,87,0.15208,0.77673,9,106,3,0.13207,0.90585,106,0.1304,0.90585,72,48,71,0.57475,0.20815,45,0.58884,0.2006,39,15,108,0.74258,0.1611,12,0.76224,0.15497,3.377639781,2.338782307,3.093277989,2.458517321,2.132324,0.818856,0.801578,-1.965339,-1.787419,3.454675,3.870897333,0.416222333,3.662786167,3.440536771,2.899754428,-6.141082436,2.224708412,1.354479377,-6.164819577,2.156283532,1.348029177,-2.299809,0.291337,2.199051
375,WTiNS2,BA,bridge,1.35,2.36,0.816268,14,7.86403,0.65,3.04,-0.07,5,14.53413,1,2.58,2.077104512,6,10.36001,1.4,1.54,0.075545,12,6.82812,-0.05,-0.35,-0.4,-0.009090909,0.68,1.5,0.22,1.04,0.82,3,2,0.093617021,0.433333333,0.34,0.731707317,0.27534418,0.592222222,1.375,1.95,2,2,0.63,1,5.4,7.346075,115.8535,0.964285714,1.532467532,10.80505659,1.166666667,1.151712331,7,94,8,0.1473,0.81216,93,0.14784,0.79901,16,101,9,0.1781,0.67171,100,0.17899,0.65995,22,46,64,0.43051,0.27789,43,0.441,0.26786,74,56,66,0.52343,0.22855,53,0.5367,0.22009,3.095269474,2.424554631,2.885538465,2.17910343,1.602187,0.626888,0.801181,-1.566399,-1.463856,5.274287,4.199927,-1.07436,4.737107,2.836124889,1.726363761,-2.496658368,-0.75038866,1.056941445,-2.440291761,-0.484532669,1.02419212,-0.898953,0.291362,1.516743
590,MoNbCF2,AA,bridge,1.45,2.16,0.74733,14,7.09243,0.7,2.55,1.262113612,4,11.260288,0.5,3.98,3.401189824,7,17.42282,1.45,1.6,0.917407,13,6.75885,0,-0.95,-0.95,0,0.39,0.95,1.82,2.38,0.56,4.5,1,0.933333333,1.220512821,0.181395349,0.441860465,5.145299145,2.762213225,1.45,1.88,0,1,2.1,0.5,5.8,6.92564,94.42319,1,1.35,0.814611181,1.076923077,1.04935455,6,88,12,0.15167,0.78879,87,0.15208,0.77673,9,106,3,0.13207,0.90585,106,0.1304,0.90585,41,51,65,0.48244,0.24797,48,0.49439,0.23893,42,55,61,0.46178,0.25907,52,0.47342,0.24951,3.218864343,2.314930901,2.971008128,2.081588167,1.61605,0.725559,0.755966,-1.704122,-1.393451,4.089784,5.330131667,1.240347667,4.709957833,1.703735093,2.192728722,-5.553967222,-0.294800428,0.568571774,-5.389339269,-0.243601079,0.687311312,-1.391511,0.291563,1.331537
143,ZrTaCF2,AA,bridge,1.55,1.33,0.433289,12,6.634126,0.7,2.55,1.262113612,4,11.260288,0.5,3.98,3.401189824,7,17.42282,1.45,1.5,0.32312,11,7.549571,0.1,-1.05,-0.95,0.016666667,1.22,1.05,2.65,2.48,-0.17,2.5,1,1.292682927,1.271794872,0.542222222,0.488372093,2.384046381,2.604151404,1.5,1.415,1,1,2.565,2.5,5.4,7.0918485,136.08594,1.068965517,0.886666667,1.340953825,1.090909091,0.878742117,6,88,12,0.15167,0.78879,87,0.15208,0.77673,9,106,3,0.13207,0.90585,106,0.1304,0.90585,73,52,69,0.54867,0.21804,49,0.56231,0.21007,40,47,68,0.50364,0.23753,44,0.51595,0.22894,3.217634209,2.303540892,3.100439694,2.255252898,2.027279,0.784945,0.764636,-1.759623,-1.817234,4.054227333,4.037352333,-0.016875,4.045789833,1.864532396,2.259872112,-6.287832496,1.075239079,0.168803199,-6.140136714,1.204225904,0.289710938,-1.930225,0.291652,1.819645
340,VWCF2,AA,bridge,1.35,1.63,0.527662,13,6.746187,0.7,2.55,1.262113612,4,11.260288,0.5,3.98,3.401189824,7,17.42282,1.35,2.36,0.816268,14,7.86403,0,-0.85,-0.85,0,0.92,0.19,2.35,1.62,-0.73,3.5,1,1.27027027,0.875675676,0.448780488,0.092682927,2.830493537,9.448079659,1.35,1.995,2,1,1.985,1.5,5.8,7.3051085,117.39075,1,0.690677966,0.646432299,0.928571429,0.85785367,6,88,12,0.15167,0.78879,87,0.15208,0.77673,9,106,3,0.13207,0.90585,106,0.1304,0.90585,74,56,66,0.52343,0.22855,53,0.5367,0.22009,23,50,60,0.41533,0.28804,47,0.42558,0.27756,3.117769877,2.181406417,2.844269648,2.0447546,1.616239,0.728069,0.727824,-1.531171,-1.540963,4.852398,5.125998333,0.273600333,4.989198167,1.627472476,2.250429316,-5.505643354,-0.033523794,-0.186872351,-5.615951539,0.651746982,-0.3017632,-1.235237,0.292037,1.467249
123,MnNbCS2,AA,m1,1.4,1.55,-0.52,13,7.434038,0.7,2.55,1.262113612,4,11.260288,1,2.58,2.077104512,6,10.36001,1.45,1.6,0.917407,13,6.75885,-0.05,-0.4,-0.45,-0.00877193,1,0.95,1.03,0.98,-0.05,4.5,1,0.429166667,0.4,0.476190476,0.441860465,0.90125,0.905263158,1.425,1.575,1,2,1.005,0.5,5.6,7.096444,73.9222125,0.965517241,0.96875,-0.566814947,1,1.099896876,6,88,12,0.15167,0.78879,87,0.15208,0.77673,16,101,9,0.1781,0.67171,100,0.17899,0.65995,41,51,65,0.48244,0.24797,48,0.49439,0.23893,25,58,52,0.3851,0.31065,55,0.39497,0.29907,3.197493495,2.35497262,2.95099711,2.028237744,1.461685,0.478832,0.743329,-1.669565,-1.014281,5.606205,5.757942667,0.151737667,5.682073833,3.243209677,1.358952658,-2.120006968,-1.608166941,0.458276724,-2.590885403,-0.014064113,0.243155469,-0.459063,0.292461,0.561014
506,MoCrCBr2,AA,x,1.45,2.16,0.74733,14,7.09243,0.7,2.55,1.262113612,4,11.260288,1.15,2.96,3.3635883,7,11.81381,1.4,1.66,0.6758412,12,6.76651,0.05,-0.3,-0.25,0.00877193,0.39,0.89,0.8,1.3,0.5,5,0,0.307692308,0.509803922,0.181395349,0.423809524,1.696252465,1.20290813,1.425,1.91,1,0,1.05,0,6,6.92947,73.96805,1.035714286,1.301204819,1.105777511,1.166666667,1.048166632,6,88,12,0.15167,0.78879,87,0.15208,0.77673,35,108,10,0.19779,0.60484,108,0.1953,0.60484,24,54,56,0.40019,0.29894,51,0.41024,0.28794,42,55,61,0.46178,0.25907,52,0.47342,0.24951,3.309841769,2.736826264,3.195774877,2.165029297,1.370167,0.473224,0.415811,-1.084695,-1.174508,4.438901667,3.983774,-0.455127667,4.211337833,3.33645572,2.041516858,-3.227477347,-0.587381055,-0.321570256,-3.707404457,-0.013724727,0.137539171,-0.244419,0.295601,1.627569
162,CrMoCBr2,AA,x,1.4,1.66,0.6758412,12,6.76651,0.7,2.55,1.262113612,4,11.260288,1.15,2.96,3.3635883,7,11.81381,1.45,2.16,0.74733,14,7.09243,-0.05,-0.25,-0.3,-0.00877193,0.89,0.39,1.3,0.8,-0.5,5,0,0.509803922,0.307692308,0.423809524,0.181395349,1.20290813,1.696252465,1.425,1.91,1,0,1.05,0,6,6.92947,73.96805,0.965517241,0.768518519,0.904341054,0.857142857,0.954046779,6,88,12,0.15167,0.78879,87,0.15208,0.77673,35,108,10,0.19779,0.60484,108,0.1953,0.60484,42,55,61,0.46178,0.25907,52,0.47342,0.24951,24,54,56,0.40019,0.29894,51,0.41024,0.28794,3.309966517,2.625259608,3.195771356,2.057118383,1.370015,0.428494,0.466933,-1.176991,-1.088453,3.990186667,4.444738333,0.454551667,4.2174625,2.971934692,1.924534209,-3.208299,-0.319986394,-0.590125799,-3.397763107,-0.178434583,-0.542975377,-0.244414,0.295606,1.970754
468,NbMoNBr2,AA,m2,1.45,1.6,0.917407,13,6.75885,0.65,3.04,-0.07,5,14.53413,1.15,2.96,3.3635883,7,11.81381,1.45,2.16,0.74733,14,7.09243,0,-0.3,-0.3,0,1.44,0.88,1.36,0.8,-0.56,4.5,1,0.523076923,0.307692308,0.685714286,0.419047619,0.762820513,0.734265734,1.45,1.88,0,1,1.08,0.5,6,6.92564,94.42319,1,0.740740741,1.227579516,0.928571429,0.952966755,7,94,8,0.1473,0.81216,93,0.14784,0.79901,35,108,10,0.19779,0.60484,108,0.1953,0.60484,42,55,61,0.46178,0.25907,52,0.47342,0.24951,41,51,65,0.48244,0.24797,48,0.49439,0.23893,3.413407016,2.745523383,3.290879703,2.309046679,1.444711,0.571491,0.478469,-1.128441,-1.366231,4.219728667,3.62904,-0.590688667,3.924384333,4.017119852,2.888261094,-3.708387276,0.269768965,-0.51996581,-3.825177195,0.495289704,-0.671896835,-0.652439,0.295606,2.200269
314,TaCrNF2,BA,m2,1.45,1.5,0.32312,11,7.549571,0.65,3.04,-0.07,5,14.53413,0.5,3.98,3.401189824,7,17.42282,1.4,1.66,0.6758412,12,6.76651,0.05,-0.95,-0.9,0.00877193,1.54,1.38,2.48,2.32,-0.16,4,2,1.271794872,1.221052632,0.733333333,0.673170732,1.734265734,1.813882532,1.425,1.58,2,1,2.4,1,6,7.1580405,116.47199,1.035714286,0.903614458,0.478100477,0.916666667,1.11572598,7,94,8,0.1473,0.81216,93,0.14784,0.79901,9,106,3,0.13207,0.90585,106,0.1304,0.90585,24,54,56,0.40019,0.29894,51,0.41024,0.28794,73,52,69,0.54867,0.21804,49,0.56231,0.21007,3.006453615,2.280290092,2.776327618,2.167147792,1.590047,0.713615,0.723188,-1.4494,-1.577448,4.901579,3.998589333,-0.902989667,4.450084167,1.782711209,2.089650933,-6.508772824,0.12706062,-1.631448439,-6.517911093,0.239793543,1.150118925,-1.520101,0.297717,1.262422
387,ScVNBr2,AA,m1,1.6,1.36,0.1882,11,6.56149,0.65,3.04,-0.07,5,14.53413,1.15,2.96,3.3635883,7,11.81381,1.35,1.63,0.527662,13,6.746187,0.25,-0.45,-0.2,0.042372881,1.68,1.41,1.6,1.33,-0.27,2,2,0.581818182,0.532,0.746666667,0.705,0.779220779,0.754609929,1.475,1.495,0,2,1.465,3,5.4,6.6538385,47.948706,1.185185185,0.834355828,0.356667715,0.846153846,0.972622016,7,94,8,0.1473,0.81216,93,0.14784,0.79901,35,108,10,0.19779,0.60484,108,0.1953,0.60484,23,50,60,0.41533,0.28804,47,0.42558,0.27756,21,14,105,0.6303,0.1898,11,0.64709,0.18255,3.340757018,2.704165682,3.317934509,2.240668875,1.753456,0.643977,0.530834,-1.3131,-1.615166,4.189866,4.573114667,0.383248667,4.381490333,5.403623451,3.173839874,-3.294887872,2.358075755,-0.110513024,-3.376632928,2.352504143,0.791475868,-1.259156,0.298787,1.903331
